,Reviewer1,Text,ID,src,Fabio,Mika,Disagreement
299,1,Reproducible: Always,300,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
51,1,progress indeed. I get deployement/service configured now. But I still don't see anything with kubectl get all,52,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1046,1,Is there a suppression we can give clang to tell it this is not an accident?,1047,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
67,0,// generated from pop_array via sed 's/A\\[\\([^]]*\\)\\]/\\(A[\\1] \\& B[\\1]\\)/g',563,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,1.0,True
1872,0,[javac] Note: /tmp/apache-solr-nightly/client/java/solrj/src/org/apache/solr/client/solrj/impl/CommonsHttpSolrServer.java uses or overrides a deprecated API.,1873,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1558,1,I don't know. I have not tried it myself.,1559,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
745,1,that helps a lot,746,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
525,0,=============================================================,526,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
671,1,"Breaking on click on dev tools and clicking on ""issues"".",672,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1467,1,"@tamal does kubernetes emit opentracing data, or would someone need to add on code or something in the middle to get that detail?",1468,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
462,0,v1.2: 3c89aab6777f0ece3b30545b9b9bc7139c70d9b2,463,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
195,0,i/o timeout,196,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1400,0,[ https://issues.apache.org/jira/browse/SOLR-219?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#action_12494623 ],1401,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
267,1,It's set to false for testing.,268,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1779,0,>   return bits.get(doc);,1780,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
802,1,"I'm setting up Heapster on a cluster, and it seems that Heapster can only monitor the node on which the pod is currently running. I keep getting the following errors",803,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1618,1,"Oh, it worked in default for you, but it won't work in jenkins?",1619,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1186,1,7. Insert a movistar sim (in this case is the mcc/mnc configured in variant.json file),1187,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
437,0,17:34:07     INFO -       r4 = 0xbeb4ee54    r5 = 0x00000000    r6 = 0x431afa80    r7 = 0xbeb4ee1c,438,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
620,1,this is perfect.,621,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1339,1,Other than that it looks much better than what we have.  r=me,1340,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
148,0,"+    gfxFontGroup *CreateFontGroup(const nsAString &aFamilies,",149,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1626,1,> Be sure to start with empty solr/data/index files on both master and slave.,1627,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
112,0,23:06:06     INFO -  gBrowserInit.onLoad@chrome://browser/content/browser.js:990:5,113,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1406,0,\endOffset\:,1407,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1384,1,> Examples of potential highlighter param names:,1385,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
644,1,"but i was also messing around with --network, --image and instance size",645,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
789,0,> URL: https://issues.apache.org/jira/browse/SOLR-813,790,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1436,1,Paul.,1437,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1789,1,"yup, they will work and will say your app name / icon and not expo",1790,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1061,0,mountPath: /tmp/extra-hosts,1062,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
157,0,"21:41:16     INFO -  nsDocumentOpenInfo::OnStartRequest(nsIRequest*, nsISupports*) [uriloader/base/nsURILoader.cpp:260]",158,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
599,0,| @@@  Enter username and password for Test  |,600,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
120,0,https://kubernetes.io/docs/concepts/cluster-administration/networking/,121,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
916,0,> URL: https://issues.apache.org/jira/browse/SOLR-1138,917,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1880,1,>>> believe,1881,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
129,1,"attinasi, is the sr complete? who's to set the target milestone for this?",130,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
819,1,"- When using non-solid CSD, shadow extents are reported to the window manager.",820,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1194,1,>  [line 438] The getCounts() method signature is modified to add the 'facetSortOrder' parameter value to the end of the argument list.,1195,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1230,1,usually HTTP whether it is working from the outside etc,1231,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
760,1,-Did you do it?,761,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1537,0,+ 0x74,1538,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1574,1,I try to find a bug for the `outline` problem but no success for now. Maybe we should see what Kaze will say and then we can open a bug,1575,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1952,1,*** This bug has been marked as a duplicate of 59248 ***,1953,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1306,0,> <field column=\test\    template=\${dataimporter.request.finstalldir}\ />,1307,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
134,1,"You can use JDBC like jdbc:postgresql://pgmaster.default.svc.cluster.local:5432/dbname to connect in the postgres pod, but the POD A *will not able* to perform a ICMP request to Pod B if the Pod B through the service.",135,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1483,1,> no objections ...,1484,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
579,1,such that no other fields need to be specified again?,580,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
840,1,> I think the high-level approach in SOLR-303 is the right way to go,841,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1792,0,http://iharder.sourceforge.net/current/java/base64/api/Base64.html#URL_SAFE,1793,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1716,0,"File ""/var/jenkins/workspace/b2g.flame.mozilla-aurora.ui.non-smoketest/tests/python/gaia-ui-tests/gaiatest/tests/functional/homescreen/test_homescreen_edit_mode.py"", line 20, in test_access_and_leave_edit_mode",1717,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
218,0,> Javadoc,219,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
511,0,ERROR: logging before flag.Parse: I1026 21:33:17.410003 1 dnsprobe.go:75] Starting dnsProbe {Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1},512,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1984,0,public void run() {,1985,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
62,0,resources:,63,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1553,1,"so, while i just let everyone use their own clusters via. GKE",1554,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1770,0,java.lang.StringCoding$StringDecoder.decode(StringCoding.java:133),1771,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1216,0,64% (408/642) vs.   2% (934/60686) detoured.dll,1217,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1588,0,Build Identifier: Mozilla/5.0 (Windows NT 5.1; rv:2.0b8pre) Gecko/20101012 Firefox/4.0b8pre,1589,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
1718,1,ok those are right,1719,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
860,0,[ https://issues.apache.org/jira/browse/SOLR-665?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=12617529#action_12617529 ],861,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
370,0,"mmap2(NULL, 4096, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0) =",371,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
95,1,> For facetA and facetB it is easy to select the correct fq=FACET:value . But to be able to see the document that have missing facets one needs to specifiy a NOT fq= for every value in the facet.,96,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
679,1,do you have control over the cluster or are u a user? (i don't even know how this is done in k8s...),680,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1686,1,figured out hte second?,1687,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1211,1,@foxie kubectl get events just show scaled down podname and scaled up pdname repeatedly without specifying a reason,1212,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
122,1,limits:,123,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
641,1,But in all case,642,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1085,0,* <b>higher</b> vals come before lower vals.,1086,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
77,0,AAC audio,78,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,0.0,True
917,1,"2. Reset ""media.gmp-manager.lastcheck"" (should read '0').",918,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1176,0,QUOTED:   [quote] ( DOUBLE | ESCAPE | [data]* )* [quote],1177,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1210,1,kubectl calls the api server defined in ~/.kube/config cluster -> server. You just need to force web traffic for that host through your VPN connection.,1211,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
567,1,@slavin.zach yeah it makes sensethanks,568,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1429,1,> Implement highlighted field support,1430,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
548,1,So I need two services if I want to expose it on a NodePort,549,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
864,0,ERROR: logging before flag.Parse: W1026 21:48:02.659314 1 server.go:64] Error getting metrics from dnsmasq: read udp 127.0.0.1:33879->127.0.0.1:53: read: connection refused,865,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
539,1,I begin to type an address.,540,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1392,1,yeah default overlay (running this off openshift).,1393,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1725,0,"except (OSError, IOError), e:",1726,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
402,1,> schema.xml and solrconfig.xml use CNET-internal class names,403,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1984,0,<property name=\java.runtime.version\ value=\1.5.0_06-b05\></property>,1985,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
57,1,the SolrCoreAware impl-s again so that the impl-s can assign the new,58,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
770,1,"(and it isn't unless invoke_count_word is inlined), then its",771,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
720,1,Current attempt:,721,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,0.0,True
1837,1,noble.paul edited comment on SOLR-561 at 6/2/08 9:23 AM:,1838,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
882,0,* @param loader for resolving filenames,883,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
690,0,gcloud --quiet config set compute/zone ${CLOUDSDK_COMPUTE_ZONE},691,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
602,1,"Hello. Where can I find someone who knows how to monitor pods probes states - ie ready vs unready? We are having some issues, but I can't find the way how to check at which times the pods were unready or not, does anyone has some idea?",603,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
215,1,added explicit calls to substituteProperties to perform property/include expansion,216,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
967,1,"In any case, sounds like this is a duplicate of bug 441046 or bug 823483?",968,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1375,1,new revision: 3.148; previous revision: 3.147,1376,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,0.0,True
1015,1,I have a fix for this. Shall checkin when the tree opens.,1016,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1577,1,"Thanks, confirming as RFE based on comment #4 then. I realize that some people may object against weakening behavior according to the standard, but we are wrapping such encoded-as-one-line paragraphs for display already even without f=f set, and it would be consistent to do so also when quoting when it becomes apparent that this ""line"" was not intended to be preformatted.",1578,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
503,1,@U7NBP9Y2Z do you mean to switch between them?,504,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
502,1,Steps to Reproduce:,503,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
318,0,Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: W1027 00:28:01.043824 11351 cni.go:196] Unable to update cni config: No netw Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: W1027 00:28:01.045860 11351 cni.go:196] Unable to update cni config: No netw Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: W1027 00:28:01.070883 11351 cni.go:196] Unable to update cni config: No netw Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: I1027 00:28:01.070916 11351 docker_service.go:207] Docker cri networking man Oct 27 00:28:01 kuber-poc-app1 kubelet[11351]: error: failed to run Kubelet: failed to create kubelet: misconfiguration: kube,319,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,0.0,0.0,False
1878,1,subsumes is false.  It seems odd to me that the image and the canvas don't have the same security principal.,1879,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1513,1,nsBlockFrame::ReflowLine,1514,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
274,0,https://github.com/roffe/kube-login is a extended example-app based on the one DEX has made to let one template the token page,275,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
1155,1,Nicolas,1156,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1620,0,temp director;,1621,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1361,1,"Ok, good luck",1362,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
195,1,"So, more tests are good.",196,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
1526,1,@jeffhub thanks for the help. Seems like it either that or using GKE which does that for me.,1527,lines.10k.cfo.sample.2000 - Kubernetes (Slackarchive.io).csv,1.0,1.0,False
366,0,>> > > > > > > > > XmlUpdateRequestHandler.log.warn(\unexpected attribute,367,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1375,1,> You can have anything your heart desires... Solr is open-source :),1376,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
160,1,Actual results:,161,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",1.0,1.0,False
291,0,[javac] /tmp/apache-solr-nightly/contrib/dataimporthandler/target/classes,292,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1288,0,> URL: https://issues.apache.org/jira/browse/SOLR-565,1289,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1875,0,{code:java},1876,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,0.0,0.0,False
1558,1,> >> by other folks.,1559,lines.10k.cfo.sample.2000 - Lucene-dev mailing list.csv,1.0,1.0,False
1157,0,Build Identifier: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.0.15) Gecko/2009102815 Ubuntu/9.04 (jaunty) Firefox/3.0.15,1158,"lines.10k.cfo.sample.2000 - Mozilla (Firefox, Core, OS).csv",0.0,0.0,False
